index,nombre,sector,precio,area,habitaciones,banos,parqueadero,codigoSector,acabados,tipoAcabados
913,Venta - Casa 362 m² Conjunto Magnolia - Entrega Inmediata - Sector Cumbayá - Precio de Oportunidad!,Cumbayá,238000,362,3,2,2.0,14,203,1
916,"Casa de Venta en Urbanización Pillagua, Cumbayá: 700 m² de Terreno y 280 m² de Construcción",Cumbayá,550000,280,3,4,6.0,14,446,2
917,Venta de Casa en Ponciano Alto,Ponceano,165000,242,4,3,2.0,7,141,1
918,Hermosa Casa de Venta 640 m² / $ - Sector Cumbaya,Cumbayá,395000,640,4,5,2.0,14,360,2
919,Moderna y Linda Casa en Conjunto Privado en San Juan de Cumbaya,Cumbayá,225000,253,3,3,2.0,14,190,1
921,Re/max Asesoria Inmobiliaria Vende Lujosa Casa Cumbres del Valle,Cumbayá,750000,650,4,4,3.0,14,698,2
925,Casa de Venta Sector Colegio Einstein,Carcelén,138000,183,3,2,2.0,9,115,1
926,"Venta, Cumbayá Sector Reservorio, Completamente Remodelada.",Cumbayá,400000,511,4,3,4.0,14,331,2
928,Acogedora Casa en Venta Cerca Al Portal Shopping,Carcelén,71900,99,3,1,0.0,9,72,1
934,Inmobusiness Vende Hermosa Casa Independiente en Cumbayá,Cumbayá,550000,560,3,3,2.0,14,515,2
937,Casa a Estrenar en Carcelen. Usd,Carcelén,123500,150,3,2,3.0,9,89,1
939,Puembo 250 m² en Venta Casa Dos Plantas Conjunto Privado Jardin 100 m²,Puembo,235000,250,3,3,2.0,13,203,1
941,"Hermosa Casa de Venta en Cumbaya, Sector San Patricio",Cumbayá,380000,823,4,4,5.0,14,293,1
945,Vendo Casa Conjunto Jardines de Carcelen,Carcelén,90000,250,4,3,1.0,9,79,1
946,"Cumbayá - Sector Cc Scala, de Venta Linda Casa por Estrenar de 200 m², Dentro de Conjunto",Cumbayá,318000,200,3,3,2.0,14,283,1
952,Casa en Venta en Puembo Urbanización El Ingenio,Puembo,485000,1200,4,4,6.0,13,389,2
953,Puembo - Casa Moderna en Urbanización de Lujo Sector Los Arrayanes,Puembo,480000,300,3,4,4.0,13,416,2
954,Casa en Venta - Puembo / Santiago Muñoz,Puembo,99982,100,3,2,0.0,13,100,1
955,"Casa de Venta en Cumbayá, Urbanización Privada Muy Exclusiva Cerca de La Universidad San Francisco",Cumbayá,650000,504,4,4,2.0,14,615,2
959,"Se Vende Casa 2 Pisos 334 Mt. 3 Dorm., Estudio, Urb. Limonar Cumbayá Jacor",Cumbayá,290000,630,3,3,1.0,14,273,1
960,"Cumbaya, Venta Amplia Casa C/piscina, 4 Dorm.. Ma",Cumbayá,500000,589,4,3,2.0,14,465,2
965,De Oportunidad Casa en San Carlos – Conjunto Privado Amplias Áreas Verdes,San Carlos,105000,135,3,2,1.0,4,91,1
984,Hermosa Casa de Venta Dentro D Econjunto en Sector Pachosalas,Cumbayá,458000,613,3,3,4.0,14,389,2
988,"Casa de Lujo en Venta, 4 Dorm. - Cumbayá",Cumbayá,480000,676,4,4,3.0,14,428,2
992,"Casa de Venta Adosada a Niveles Sector Ponciano, Norte de Quito",Ponceano,120000,195,3,3,2.0,7,96,1
993,Casa de Venta en Puembo en Urbanización con Amplio Jardín,Puembo,360000,543,3,4,4.0,13,296,1
996,"Zp, Cv, en El Norte! Vendo Casa Adosada de 138 m², Sector Carcelen, Mem",Carcelén,95000,138,3,2,1.0,9,84,1
997,Hermosa Casa en Cumbaya en Conjunto Privado,Cumbayá,520000,495,3,3,4.0,14,451,2
1007,Casa de Venta en Cumbaya Cerca Al Parque Adosada en un Solo Lado.,Cumbayá,215000,247,3,2,2.0,14,180,1
1008,Terreno con 2 Casas en Venta Sector La Primavera 2,Cumbayá,386200,516,4,4,4.0,14,317,2
1009,Casas por Estrenar en Venta. Mastodontes 120 m².,Carcelén,98000,140,3,2,1.0,9,87,1
1016,Intervalles Casa Moderna $325.000 Negociables,Cumbayá,325000,411,3,3,2.0,14,290,1
1027,Vendo Casa en El Rancho San Francisco,Cumbayá,1050000,1090,3,3,2.0,14,1015,3
1031,Vendo Casa de 4 Dorm con 1.000 m de Terreno a 1 Minuto de Hosp Valles y Sacala,Cumbayá,493500,460,4,5,4.0,14,424,2
1037,Hermosa Casa - Reservorio Cumbaya - Casa en Conjunto 4 Dorm.,Cumbayá,375000,350,4,5,3.0,14,323,2
1043,Vendo Casa con Espectacular Vista - Sector Intervalles Cumbayá,Cumbayá,241000,198,3,2,2.0,14,206,1
1045,Casa con Amplio Jardín,Cumbayá,295000,519,3,2,2.0,14,260,1
1057,Cómoda Casa en Exclusiva Urbanización Privada en Cumbaya,Cumbayá,435000,688,4,3,6.0,14,331,2
1059,Casa Sector 6 de Diciembre Batan Megamaxi en Conjunto,El Batán,175000,195,4,2,2.0,2,147,1
1060,"Venta Hermosas Casas en Puembo, 3 Propiedades en Lote de 3,400 m²",Puembo,560000,677,5,4,6.0,13,464,2
1064,"Venta Casa 4 Dormi, Primavera, Cumbayá $335,000",Cumbayá,335000,380,5,5,2.0,14,300,1
1073,"Cumbayá - Casa Esquinera en Conjunto Privado, Sector San Juan Alto",Cumbayá,229000,237,3,3,2.0,14,194,1
1080,En Venta Hermosa Casa en Cumbayá,Cumbayá,198000,180,4,3,2.0,14,163,1
1098,Hermosa Casa Urbanización Vista Hermosa,Cumbayá,420000,880,3,3,4.0,14,351,2
1099,Vendo Casa en Cumbaya,Cumbayá,350000,800,3,5,2.0,14,315,2
1101,Vendo Hermosa Casa Sector Capri,Carcelén,105000,165,3,3,2.0,9,82,1
1103,"Moderna y Cómoda Casa, 3 o 4 Dorm., Sector Colegio Menor, Cumbayá",Cumbayá,420000,650,3,4,3.0,14,368,2
1104,Vendo - Precio de Oportunidad - Amplia Casa de un Solo Andar - Sector Usf,Cumbayá,650000,1690,4,3,4.0,14,581,2
1108,Increíble Casa en Venta en El Quito Tenis Usd400.000!,Quito Tenis,400000,430,4,3,2.0,12,372,2
1111,Casa en Mastodontes,Carcelén,280000,520,5,4,5.0,9,223,1
1113,Hermosa Casa a Estrenar Dentro de Urbanización en Cumbayá,Cumbayá,325000,468,3,3,2.0,14,290,1
1133,Vendo Casa Confortable Cuatro Dorm. Dentro de La Seguridad de un Conjunto,Cumbayá,210000,200,4,3,2.0,14,175,1
1137,Hermosa Casa en Venta Cerca Al Portal Shopping,Carcelén,72500,99,3,1,0.0,9,72,1
1138,Se Vende Casas Vip Nuevas por Estrenar Dentro de Conjunto en Puembo,Puembo,73500,92,3,1,1.0,13,58,1
1139,Casa Se Vende Casa en Cumbayá Sector Usfq,Cumbayá,209000,197,3,3,2.0,14,174,1
1143,Casa de Venta de 4 Habitaciones en Cumbaya Dentro de Urbanizacion,Cumbayá,320000,300,4,3,2.0,14,285,1
1145,Vendo Amplia Casa en Conjunto Sector Ponceano Alto,Ponceano,235000,550,5,5,2.0,7,211,1
1146,Hermosa Casa 608 m² en San Juan Alto Cumbayá,Cumbayá,599000,675,5,5,3.0,14,547,2
1150,Amplia Casa Ponciano Alto Dentro de Conjunto 300 m² Patio y Terraza,Ponceano,160000,472,4,3,2.0,7,136,1
1154,Venta Casa Cumbaya de Lujo Scala Shopping Club El Nacional,Cumbayá,320000,306,4,4,2.0,14,285,1
1157,Venta de Casa Norte de Quito 4 Dorm. Camino de Los Eucaliptos Cerca Portal,Carcelén,89000,155,4,2,1.0,9,78,1
1159,Casa Independiente en Miravalle,Cumbayá,340000,586,4,5,2.0,14,305,2
1160,Venta de Casa en Amplio Terreno Dentro de Urbanización de Primera en Cumbayá,Cumbayá,850000,1100,3,3,2.0,14,815,3
1169,Casa de Venta en Puembo ¨club Arrayanes¨,Puembo,499000,1200,5,8,12.0,13,307,2
1170,Casa Nueva en Venta en La Primavera Cumbayá,Cumbayá,279990,285,3,3,2.0,14,245,1
1174,Inmobusiness Vende/alquila Casa de Lujo en Urbnizacion en Cumbaya,Cumbayá,2500000,1019,4,4,4.0,14,2431,3
1189,Vendo Cómoda Casa en Cumbayá,Cumbayá,210000,180,3,2,2.0,14,175,1
1191,Casa de Venta en Cumbayá Quito Ecuador,Cumbayá,195000,230,3,3,2.0,14,160,1
1193,Vendo - Casa Independiente con 2 Suits y Local Independiente,Cumbayá,390000,646,8,4,4.0,14,321,2
1201,Puembo Se Vende Quinta Espectacular con Amplias Áreas (Cr),Puembo,1800000,669,5,6,6.0,13,1704,3
1204,Venta Casa Carcelen Colegio Einstein 660 m² Usos Multiples Sm,Carcelén,440000,660,6,5,5.0,9,383,2
1208,"Casa Dúplex en Los Condominios ""El Batán""",El Batán,75000,106,3,1,0.0,2,75,1
1212,"Hermosa Casa en Conjunto Via Lumbisi, Cumbaya (Pr)",Cumbayá,345000,266,3,2,0.0,14,345,2
1215,Linda Casa de Venta en Yanazarapata,Cumbayá,218000,230,3,3,2.0,14,183,1
1219,Inmobusiness Vende Casa de Oportunidad Sector La Portugal,El Batán,240000,345,5,4,2.0,2,212,1
1220,Amplia Casa Independiente en Venta Sector Carcelén,Carcelén,94900,223,5,2,2.0,9,72,1
1233,"Lumbisí - Urb. El Refugio, Casa en Venta de 580 m² con Terreno de 1.200 m²",Cumbayá,580000,580,3,4,4.0,14,511,2
1234,"Junto Al Colegio Sek de Quito - en Conjunto Cerrado, Casa de Venta de 260 m²",Carcelén,190000,260,3,4,3.0,9,156,1
1237,"Vendo Espectacular Casa de 3 Dorm. en Cumbayá, a 2 Min de La Usfq.",Cumbayá,280000,249,3,3,2.0,14,245,1
1240,Vendo Casa Ponceano Alto,Ponceano,140000,170,3,2,2.0,7,116,1
1246,Casa en Venta,Bellavista,546000,633,5,4,3.0,10,499,2
1251,Puembo Casa en Urbanizacion $260.000 Negociables,Cumbayá,260000,375,3,3,2.0,14,225,1
1252,Casa de Renta Sector Uraba Carcelen,Carcelén,300000,500,4,6,3.0,9,266,1
1256,Excelente Residencia Sector Colegio Menor en Venta,Cumbayá,800000,1900,4,4,5.0,14,713,2
1258,Vendo Casa 260 m² Cumbaya,Cumbayá,298000,500,4,3,5.0,14,211,1
1271,Casa en Venta en Cumbaya,Cumbayá,325000,400,3,3,2.0,14,290,1
1275,Casa Moderna Acabados de Primera,Cumbayá,440000,336,3,3,2.0,14,405,2
1279,Casa - Iñaquito Alto,Iñaquito Alto,260000,240,5,4,2.0,3,233,1
1293,Cumbaya - Casa de Venta Dentro de Urbanización Entre Cumbayá y Nayón de 500 m² de 4 Dorm.,Cumbayá,950000,500,4,4,3.0,14,898,3
1295,Venta Linda Casa en Cumbaya San Juan Alto / Ruta Viva,Cumbayá,198000,279,3,3,2.0,14,163,1
1301,Casa de 220 m² de Venta Sector Ponceano,Ponceano,155000,223,4,3,1.0,7,143,1
1304,Cumbayá - Casa de Venta Dentro de Conjunto Privado. Sector Paseo San Francisco.,Cumbayá,235000,314,3,3,2.0,14,200,1
1305,Bellavista Se Vende Casa Ideal Para Oficina (Cr),Bellavista,750000,652,5,4,4.0,10,688,2
1306,Venta Casa con Acabados de Lujo en Cumbaya Sector La Primavera 2da Etapa,Cumbayá,250000,236,3,3,0.0,14,250,1
1307,Se Vende Hermosa Casa en Cumbaya,Cumbayá,225000,310,3,4,6.0,14,121,1
1313,La Hondanada,Cumbayá,260000,280,3,3,2.0,14,225,1
1314,"Exclusiva Residencia en Urbanizacion Privada en Cumbaya, Esplendida Vista",Cumbayá,1350000,2825,5,5,10.0,14,1177,3
1330,Inmobusiness Vende Casa en Urbanizacion Exclusiva en La Primavera Alta,Cumbayá,1200000,1250,3,4,2.0,14,1165,3
1333,Hermosa Casa en Puembo Urb Privada,Puembo,405000,450,3,3,3.0,13,357,2
1335,Casa Oportunidad Juan Vallauri Carcelen (117 M²),Carcelén,95000,117,3,2,1.0,9,84,1
1339,Casa Minimalista en Urbanizacion Privada en Pillahua en Venta,Cumbayá,720000,1450,4,5,3.0,14,668,2
1347,Venta de Casa de Lujo Minimalista en Urbanizacion Privada Sector Colegio Menor,Cumbayá,2400000,1600,5,6,16.0,14,2123,3
1349,Exclusivas Amplias Casas en Puembo,Puembo,117500,125,3,2,2.0,13,86,1
1353,Se Vende Casa Sector Urbanización Católica!,Cumbayá,220000,270,4,3,2.0,14,185,1
1357,"Cumbayá - Santa Lucía, Hermosa Casa de Venta Dentro de Urbanización de 258 m²",Cumbayá,310000,241,4,3,2.0,14,275,1
1359,Casa en Venta en Urbanizacion Sector Primavera 2 Cumbaya,Cumbayá,235000,300,4,4,3.0,14,183,1
1375,Re/max Futuro Vende o Arrienda Casa Para Oficina Sector Parque Metropolitano,El Batán,299000,499,4,3,2.0,2,271,1
1377,Hermosa Casa de Lujo con Piscina,Cumbayá,1500000,1390,4,5,4.0,14,1431,3
1397,En Venta Edificio de 1500 m² Año 2010 en El Sector de Mastodontes,Carcelén,850000,1500,15,25,14.0,9,691,2
1400,Casa Independiente en Carcelén,Ponceano,350000,474,4,4,4.0,7,302,2
1405,Venta de Casa Sector Cumbaya La Primavera,Cumbayá,235000,290,3,3,2.0,14,200,1
1407,Preciosa Casa de Venta en Cumbayá,Cumbayá,285000,400,4,3,2.0,14,250,1
1413,"Casa de Venta Sector Jardines del Batán, Analuisa",El Batán,850000,1780,4,6,6.0,2,766,2
1417,Linda Casa de Venta o Renta en Cumbaya Sector Universidad San Francisco,Cumbayá,610000,1180,5,3,6.0,14,506,2
1427,"Tanda, Se Vende Hermosa Propiedad a Pocos Minutos del Rancho San Francisco",Cumbayá,985000,560,6,6,4.0,14,916,3
1431,Hermosa Casa en El Mejor Sector de Cumbayá,Cumbayá,228000,217,3,3,2.0,14,193,1
1433,"Vendo Casa Esquinera, Sector Norte en Mastodontes 250 m Contruccion",Carcelén,275000,490,7,3,0.0,9,275,1
1436,"Oportunidad Casa de 4 Dorm. Como Nueva, Perfecta Ubicacion, San Juan de Cumbaya",Cumbayá,250000,222,4,4,2.0,14,215,1
1437,"Espectacular Casa de Lujo, Venta/renta Cumbayá, Urb. Cerrada",Cumbayá,2500000,1360,4,7,6.0,14,2396,3
1438,Preciosa Casa de Venta San Juan Alto de Cumbaya,Cumbayá,229000,256,3,2,2.0,14,194,1
1448,"Vendo Hermosa Propiedad de Lujo Club Los Arrayanes, Puembo",Puembo,2800000,2200,4,5,5.0,13,2720,3
1454,Vendo Preciosa Casa un Solo Nivel en Jardin del Este $790.000,Cumbayá,790000,1155,5,4,3.0,14,738,2
1455,En Venta Terreno Amplio con Casa y Local Comercial en San Carlos,San Carlos,130000,294,4,1,4.0,4,75,1
1456,"Lumbisí - Urb. El Refugio, Casa en Venta de 580 m² con Terreno de 2.200 m²",Cumbayá,880000,580,3,4,4.0,14,811,3
1463,"Vendo Casa de 4 Dorm. en Puembo, El Ingenio Junto Al Club Arrayanes.",Puembo,485000,440,4,5,4.0,13,421,2
1464,Remax Futuro Vende Casa 128 m² Real Audiencia,Ponceano,79000,128,3,2,1.0,7,67,1
1465,Bonita Casa de Venta en Acogedor Conjunto en Cumbaya,Cumbayá,220000,260,3,2,2.0,14,185,1
1467,Inmobusiness Vende Casa en San Juan de Cumbaya,Cumbayá,244000,93,3,2,2.0,14,209,1
1468,"Venta Amplia Casa Dentro de Conjunto Privado, Sector Colegio Einstein, Norte de Quito",Carcelén,140000,195,4,3,2.0,9,117,1
1480,Inmobusiness Vende Casa de Lujo Sector Cumbayá,Cumbayá,2794000,1240,5,6,8.0,14,2655,3
1482,Se Vende Muy Buena Casa en Cumbaya Sector San Juan,Cumbayá,285000,294,4,2,2.0,14,250,1
1483,Casa en Venta Exclusiva Cumbayá,Cumbayá,750000,1429,6,6,3.0,14,698,2
1496,"Casa Independiente con 12 Dorm., Cumbaya",Cumbayá,950000,600,12,12,15.0,14,690,2
1498,Cumbaya - Vendo Moderna Casa de 336 m de Construcción,Cumbayá,440000,422,3,4,2.0,14,405,2
1505,Casa Comercial de Venta Norte de Quito La Kennedy El Inca,La Luz,630000,630,8,5,8.0,8,533,2
1510,"Amplia Casa en Venta Cumbayá, Primavera, $174 Mil Oportunidad!",Cumbayá,174000,334,4,4,2.0,14,139,1
1526,Inmobusiness Vende Hermosa Casa Cerca de La Ruta Viva,Cumbayá,300000,190,3,3,2.0,14,265,1
1528,"Pillagua, Linda Casa Estilo Moderno, en Venta, Alta Seguridad",Cumbayá,589000,430,3,2,3.0,14,537,2
1536,"Vendo Casa Conjunto Génova - Bellavista de Carretas, Vista",Carcelén,90000,171,4,2,2.0,9,67,1
1550,Vendo Acogedora Casa con Patio en Conjunto,Carcelén,117000,168,3,3,2.0,9,94,1
1553,Casa de Venta en Cumbayá Urbanización Privada Quito Ecuador,Cumbayá,330000,440,4,3,2.0,14,295,1
1559,Hermosa Casa Cumbaya Conjunto Cerrado 6 Dorm.,Cumbayá,390000,426,6,7,4.0,14,321,2
1564,Preciosa Casa Moderna Dentro Urbanizacion 4 Dorm.,Cumbayá,650000,700,5,6,4.0,14,581,2
1573,Excelente Casa en Venta Sector San Patricio,Cumbayá,259000,291,3,3,2.0,14,224,1
1577,Casa en Venta Sector Carcelen - Remax Futuro,Carcelén,78000,142,4,3,1.0,9,67,1
1584,En Ponceano Alto Vendo Casa Residencial,Ponceano,165000,319,6,2,2.0,7,141,1
1586,Venta Casa en Cumbaya,Cumbayá,680000,730,4,4,4.0,14,611,2
1588,Tanda Casa en Conjunto No Adosada por Estrenar 360.000,Cumbayá,360000,385,3,3,2.0,14,325,2
1589,Linda Casa por Estrenar 249 m² Colegio Terranova,Cumbayá,240000,303,3,2,2.0,14,205,1
1590,Casa de Venta Dentro de Conjunto Privado en El Sector Intervalles,Cumbayá,170000,235,3,2,2.0,14,135,1
1602,"Cumbaya, La Primavera Moderno Conj. Casa Lujo 200 m², Piscina, Patio, Seguridad",Cumbayá,279900,260,3,3,2.0,14,245,1
1611,"Cumbayá, Venta Casa, Urbanización, Jardín, Espacios Amplios",Cumbayá,355000,400,3,2,0.0,14,355,2
1615,Inmobusiness Vende / Arrienda Hermosa Casa en La Primavera 2,Cumbayá,800000,1500,3,3,4.0,14,731,2
1618,"Cumbayá - Yanazarapata, Casa de Venta Al 200 m²",Cumbayá,218000,200,3,3,2.0,14,183,1
1622,Vendo Casa Esquinera La Primavera 357 m² y 724 m² de Terreno,Cumbayá,340000,724,3,4,6.0,14,236,1
1628,Casa de Venta o Renta Norte de Quito Sector San Carlos Cerca a La Occidental,San Carlos,125000,250,3,2,2.0,4,98,1
1629,"Sector Einstein, Linda Casa en Conjunto, Vendo!",Carcelén,149500,335,4,4,3.0,9,115,1
1634,En Venta Casa Rústica (Mac) Sector Intervalles,Cumbayá,239000,260,3,3,2.0,14,204,1
1636,"Vendo o Rento Casa en Quito, por Estrenar, Diseño Austriaco. $330.000/capri",El Batán,330000,418,4,3,2.0,2,302,2
1643,Cumbaya Sector Colegio Menor - Vendo Casa de 4 Dorm. en Conjunto,Cumbayá,375000,430,4,3,3.0,14,323,2
1645,Puembo Se Vende Casa Rodeada de Naturaleza con Amplios Jardines,Puembo,875000,490,4,5,5.0,13,795,2
1646,Tumbaco Casa de Venta 4 Habitaciones $210.000 Negociables,Cumbayá,210000,265,4,2,2.0,14,175,1
1647,Remax Ai Vende Cómoda Casa en Cumbayá,Cumbayá,229500,235,3,3,2.0,14,195,1
1651,"Venta de Casa, Amplia, Bien Ubicada Cumbaya",Cumbayá,235000,185,3,2,2.0,14,200,1
1653,Casa - Cumbayá,Cumbayá,230000,176,3,3,2.0,14,195,1
1657,Ojo! Bajo Precio! Espectacular Casa 4 Dorm. 5 Baños 5 Garages Terraza Bbq,Cumbayá,304800,765,4,4,5.0,14,218,1
1658,Oportunidad Casa 260 m Mas Areas Verdes Quito Tennis,Quito Tenis,228000,285,3,3,2.0,12,200,1
1662,Vendo Amplia Casa en Cumbayá,Cumbayá,229500,235,3,2,2.0,14,195,1
1663,Vendo Casa Moderna Amplia en Conjunto Cerrado en Cumbayá por Sector La Viña,Cumbayá,450000,560,4,5,3.0,14,398,2
1664,Casa Quito Tenis,Quito Tenis,320000,500,4,3,4.0,12,263,1
1676,Hermosa Casa en Urbanizacion Einstein,Carcelén,240000,411,3,3,2.0,9,217,1
1681,Casa de Arriendo Para Empresas Sector La Kennedy El Inca La Luz,La Luz,230000,200,3,1,1.0,8,218,1
1684,Carcelen Colegio Americano Casa 4 Dorm.,Carcelén,105000,130,4,2,1.0,9,94,1
1692,"Venta Hermoso Departamento por Estrenar, Linda Vista",Cumbayá,313778,197,3,3,2.0,14,279,1
1693,Vendo Casa Dentro de Hermoso Conjunto Sector Lumbisi,Cumbayá,490000,269,5,4,3.0,14,438,2
1695,Vendo Casa Rentera Carcelen,Carcelén,132000,270,7,3,0.0,9,132,1
1697,Casa de Venta en Ponceano Alto en Conjunto Privado,Ponceano,108000,135,3,2,1.0,7,96,1
1698,Preciosa y Calida Casa a Pocos Minutos del Paseo San Francisco Cumbaya,Cumbayá,235000,314,3,2,2.0,14,200,1
1701,Casa en Conjunto de Venta Sector Mastodontes Carcelen Norte de Quito,Carcelén,75000,150,3,1,1.0,9,64,1
1706,Vendo Casa a Remodelar $285.m² Quito Tenis,Quito Tenis,285000,501,0,0,0.0,12,285,1
1710,Hermosa Casa en Venta en Cumbaya Urbanizacion Cumbres del Valle,Cumbayá,1600000,1220,3,7,5.0,14,1513,3
1711,Casa en Venta Estilo Campestre en Puembo,Puembo,783800,2440,4,4,6.0,13,688,2
1714,Propiedad de Venta La Primavera Cumbayá,Cumbayá,390000,724,4,3,5.0,14,303,2
1718,"Residencia en Urbanizacin Exclusiva, Calidad de Vida en Sitio Privilegiado",Cumbayá,1350000,1680,4,5,5.0,14,1263,3
1720,Vendo Linda y Amplia Casa Cuatro Dorm. - Cumbaya,Cumbayá,480000,596,4,3,3.0,14,428,2
1722,"Puembo - Casa de Lujo de Venta. Urbanización Privada, Sector Arrayanes",Puembo,550000,350,4,4,4.0,13,486,2
1728,"En Venta Casa 3 Dorm., Sector La Primavera, con Patio Propio, 205 m²",Cumbayá,215000,240,3,2,2.0,14,180,1
1730,"Hermosa Casa en Venta, Sector Einstein",Carcelén,130000,298,3,2,2.0,9,107,1
1736,Casa de Venta 4 Dorm. Cumbayá La Primavera 2,Cumbayá,249000,270,4,3,3.0,14,197,1
1737,Hermosa Casa Contemporanea en La Viña en Venta,Cumbayá,365000,390,3,4,4.0,14,296,1
1739,Casa Moderna de Lujo Minimalista - Cumbaya,Cumbayá,287000,320,3,4,2.0,14,252,1
1740,"Casa de Venta Carcelén, Sector Colegio Einstein",Carcelén,138000,183,3,2,2.0,9,115,1
1744,Casa en Venta en El Quito Tenis,Quito Tenis,710000,922,3,3,4.0,12,653,2
1751,Casa de Venta en Carcelen Alto (Remodelada) Jas Inmobiliria,Carcelén,85000,143,4,2,1.0,9,74,1
1752,"Hermosa Casa No Adosada, en Venta en Cumbayá/nayón",Cumbayá,400000,540,4,5,2.0,14,365,2
1760,Inmobusiness Vende Suite Amoblada Sector República del Salvador,El Batán,108000,53,1,1,1.0,2,94,1
1766,Vendo Linda Casa Moderna San Patricio,Cumbayá,400000,450,3,4,2.0,14,365,2
1768,"Venta Linda Casa, Conjunto Cerrado, Urb La Primavera Cumbaya Oportunidad",Cumbayá,255000,205,3,2,2.0,14,220,1
1769,Espectacular Casa en Venta Sector La Primavera Cumbaya,Cumbayá,305000,313,4,4,2.0,14,270,1
1772,Excelente Casa de 3 Dorms con Una Vista Excepcional a Cumbayá,Cumbayá,199000,285,3,3,2.0,14,164,1
1773,Casa Conjunto – Sector La Vieja Hacienda - Cumbayá,Cumbayá,223000,226,3,3,2.0,14,188,1
1777,Urbanización Rancho San Francisco,Cumbayá,1700000,580,3,4,3.0,14,1648,3
1779,Linda Casa de Venta en Cumbaya con Amplios Jardines,Cumbayá,340000,450,4,3,2.0,14,305,2
1789,Vendo o Rento Casa en El Batán,El Batán,330000,449,3,2,2.0,2,302,2
1792,"Casa en Venta,388 m² Bellavista!",Bellavista,360000,388,3,2,2.0,10,329,2
1799,Puembo - Exclusivas Casas Independientes Dentro de Urbanización,Puembo,386965,339,4,4,2.0,13,355,2
1800,En Venta Casa Sector La Paz,Iñaquito Alto,370000,475,6,3,3.0,3,330,2
1819,Casa - Cumbayá,Cumbayá,250000,227,3,2,2.0,14,215,1
1821,Casa Venta en Urbanizcion Cumbaya,Cumbayá,670000,1350,3,4,4.0,14,601,2
1829,Hermosa Casa Dentro de Urbanización Privada en Sector Santa Ines,Cumbayá,1480000,1832,5,4,5.0,14,1393,3
1831,Casa - Cumbayá,Cumbayá,189500,151,3,2,2.0,14,155,1
1833,"Cumbaya, Venta Linda Casa en Conjunto Cerrado Ms",Cumbayá,215000,210,3,2,2.0,14,180,1
1838,Cumbaya Casa en Conjunto $189.000 Negociables,Cumbayá,189000,215,3,3,2.0,14,154,1
1839,Hermosa Casa Dentro de Urbanización Privada 4 Habitaciones Piscina Propia,Cumbayá,950000,500,4,4,3.0,14,898,3
1840,Vendo Hermosa Casa Grande y Acogedora Sector Bellavista,Bellavista,335000,328,4,2,0.0,10,335,2
1863,"Cumbaya, Casa Amplia en Venta, 6 Dorm., Urbanización",Cumbayá,685000,1050,6,4,4.0,14,616,2
1866,Casa de Venta Dentro de Conjunto en San Juan Cumbaya,Cumbayá,240000,295,3,3,2.0,14,205,1
1873,Venta de Casa Rentera en La Ofelia,Carcelén,200000,634,7,3,3.0,9,166,1
1877,Casa en Venta Sector Ex Clinica de La Primavera,Cumbayá,220000,243,3,2,2.0,14,185,1
1886,Vendo Hermosas y Amplias Casas Sector Carcelen,Carcelén,110000,135,3,2,1.0,9,99,1
1890,Hermosa Casa en Venta San Juan de Cumbaya,Cumbayá,228000,256,3,2,2.0,14,193,1
1892,"Bellísima Casa con Extensos Jardines, Piscina Ubicada en El Centro de Cumbayá",Cumbayá,598000,374,3,4,4.0,14,529,2
1895,Hermosa Casa Moderna,Cumbayá,970000,615,3,3,4.0,14,901,3
1899,Hermosa Casa en Venta Cumbaya Quito,Cumbayá,530000,500,4,4,2.0,14,495,2
1900,Se Vende Exclusiva Casa en Iñaquito Alto $399.000 de Contado,Iñaquito Alto,399000,1250,3,3,8.0,3,291,1
1905,Inmobusiness Vende Casa en San Juan de Cumbayá,Cumbayá,1600000,1100,5,6,6.0,14,1496,3
1908,"Casa de Venta en Cumbaya, Tanda 425 m",Cumbayá,475000,1405,4,3,2.0,14,440,2
1913,Vendo Casa en El Mejor Sector de Cumbaya,Cumbayá,598000,1068,3,4,4.0,14,529,2
1914,Casa - Puembo,Puembo,395000,280,3,2,2.0,13,363,2
1916,"Venta de Casa, Conjunto Habitacional, La Primavera, Cumbayá, Quito",Cumbayá,120000,142,3,3,1.0,14,103,1
1917,Casa - Cumbayá,Cumbayá,490000,566,4,4,2.0,14,455,2
1922,Vendo Casa La Primavera Primera Etapa,Cumbayá,390000,740,3,4,5.0,14,303,2
1926,"Linda Casa en un Amplio Terreno, Urbanización Cumbaya",Cumbayá,1200000,750,4,4,0.0,14,1200,3
